Sample,Time,Decoder,Ann Row,Ann Class,Value,
367178,3.672 ms,SPI,MOSI data,MOSI data,E0,
367434,3.674 ms,SPI,MOSI data,MOSI data,07,
367690,3.677 ms,SPI,MOSI data,MOSI data,E0,
367946,3.679 ms,SPI,MOSI data,MOSI data,07,
368202,3.682 ms,SPI,MOSI data,MOSI data,E0,
368458,3.685 ms,SPI,MOSI data,MOSI data,07,
368714,3.687 ms,SPI,MOSI data,MOSI data,E0,
368970,3.690 ms,SPI,MOSI data,MOSI data,07,
369226,3.692 ms,SPI,MOSI data,MOSI data,E0,
369482,3.695 ms,SPI,MOSI data,MOSI data,07,
369738,3.697 ms,SPI,MOSI data,MOSI data,E0,
369994,3.700 ms,SPI,MOSI data,MOSI data,07,
370250,3.703 ms,SPI,MOSI data,MOSI data,E0,
370506,3.705 ms,SPI,MOSI data,MOSI data,07,
370762,3.708 ms,SPI,MOSI data,MOSI data,E0,
371018,3.710 ms,SPI,MOSI data,MOSI data,07,
371274,3.713 ms,SPI,MOSI data,MOSI data,E0,
371530,3.715 ms,SPI,MOSI data,MOSI data,07,
371786,3.718 ms,SPI,MOSI data,MOSI data,E0,
372042,3.720 ms,SPI,MOSI data,MOSI data,07,
372298,3.723 ms,SPI,MOSI data,MOSI data,E0,
372554,3.726 ms,SPI,MOSI data,MOSI data,07,
372810,3.728 ms,SPI,MOSI data,MOSI data,E0,
373066,3.731 ms,SPI,MOSI data,MOSI data,07,
373322,3.733 ms,SPI,MOSI data,MOSI data,E0,
373578,3.736 ms,SPI,MOSI data,MOSI data,07,
373834,3.738 ms,SPI,MOSI data,MOSI data,E0,
374090,3.741 ms,SPI,MOSI data,MOSI data,07,
374346,3.743 ms,SPI,MOSI data,MOSI data,E0,
374602,3.746 ms,SPI,MOSI data,MOSI data,07,
374858,3.749 ms,SPI,MOSI data,MOSI data,E0,
375114,3.751 ms,SPI,MOSI data,MOSI data,07,
375370,3.754 ms,SPI,MOSI data,MOSI data,E0,
375626,3.756 ms,SPI,MOSI data,MOSI data,07,
375882,3.759 ms,SPI,MOSI data,MOSI data,E0,
376138,3.761 ms,SPI,MOSI data,MOSI data,07,
376394,3.764 ms,SPI,MOSI data,MOSI data,E0,
376650,3.766 ms,SPI,MOSI data,MOSI data,07,
