Sample,Time,Decoder,Ann Row,Ann Class,Value,
376345,3.763 ms,SPI,MOSI data,MOSI data,07,
376601,3.766 ms,SPI,MOSI data,MOSI data,E0,
376857,3.769 ms,SPI,MOSI data,MOSI data,07,
377113,3.771 ms,SPI,MOSI data,MOSI data,E0,
377369,3.774 ms,SPI,MOSI data,MOSI data,07,
377625,3.776 ms,SPI,MOSI data,MOSI data,E0,
377881,3.779 ms,SPI,MOSI data,MOSI data,07,
378137,3.781 ms,SPI,MOSI data,MOSI data,E0,
378393,3.784 ms,SPI,MOSI data,MOSI data,07,
378649,3.786 ms,SPI,MOSI data,MOSI data,E0,
378905,3.789 ms,SPI,MOSI data,MOSI data,07,
379161,3.792 ms,SPI,MOSI data,MOSI data,E0,
379417,3.794 ms,SPI,MOSI data,MOSI data,07,
379673,3.797 ms,SPI,MOSI data,MOSI data,E0,
379929,3.799 ms,SPI,MOSI data,MOSI data,07,
380185,3.802 ms,SPI,MOSI data,MOSI data,E0,
380441,3.804 ms,SPI,MOSI data,MOSI data,07,
380697,3.807 ms,SPI,MOSI data,MOSI data,E0,
380953,3.810 ms,SPI,MOSI data,MOSI data,07,
381209,3.812 ms,SPI,MOSI data,MOSI data,E0,
381465,3.815 ms,SPI,MOSI data,MOSI data,07,
381721,3.817 ms,SPI,MOSI data,MOSI data,E0,
381977,3.820 ms,SPI,MOSI data,MOSI data,07,
382233,3.822 ms,SPI,MOSI data,MOSI data,E0,
382489,3.825 ms,SPI,MOSI data,MOSI data,07,
382745,3.827 ms,SPI,MOSI data,MOSI data,E0,
383001,3.830 ms,SPI,MOSI data,MOSI data,07,
383257,3.833 ms,SPI,MOSI data,MOSI data,E0,
383513,3.835 ms,SPI,MOSI data,MOSI data,07,
383769,3.838 ms,SPI,MOSI data,MOSI data,E0,
384025,3.840 ms,SPI,MOSI data,MOSI data,07,
384281,3.843 ms,SPI,MOSI data,MOSI data,E0,
384537,3.845 ms,SPI,MOSI data,MOSI data,07,
384793,3.848 ms,SPI,MOSI data,MOSI data,E0,
385049,3.850 ms,SPI,MOSI data,MOSI data,07,
385305,3.853 ms,SPI,MOSI data,MOSI data,E0,
385561,3.856 ms,SPI,MOSI data,MOSI data,07,
385817,3.858 ms,SPI,MOSI data,MOSI data,E0,
386073,3.861 ms,SPI,MOSI data,MOSI data,07,
386329,3.863 ms,SPI,MOSI data,MOSI data,E0,
386585,3.866 ms,SPI,MOSI data,MOSI data,07,
386841,3.868 ms,SPI,MOSI data,MOSI data,E0,
387097,3.871 ms,SPI,MOSI data,MOSI data,07,
387353,3.874 ms,SPI,MOSI data,MOSI data,E0,
387609,3.876 ms,SPI,MOSI data,MOSI data,07,
387865,3.879 ms,SPI,MOSI data,MOSI data,E0,
388121,3.881 ms,SPI,MOSI data,MOSI data,07,
388377,3.884 ms,SPI,MOSI data,MOSI data,E0,
388633,3.886 ms,SPI,MOSI data,MOSI data,07,
388889,3.889 ms,SPI,MOSI data,MOSI data,E0,
389145,3.891 ms,SPI,MOSI data,MOSI data,07,
389401,3.894 ms,SPI,MOSI data,MOSI data,E0,
389657,3.897 ms,SPI,MOSI data,MOSI data,07,
389913,3.899 ms,SPI,MOSI data,MOSI data,E0,
390169,3.902 ms,SPI,MOSI data,MOSI data,07,
390425,3.904 ms,SPI,MOSI data,MOSI data,E0,
390681,3.907 ms,SPI,MOSI data,MOSI data,07,
390937,3.909 ms,SPI,MOSI data,MOSI data,E0,
391193,3.912 ms,SPI,MOSI data,MOSI data,07,
391449,3.914 ms,SPI,MOSI data,MOSI data,E0,
391705,3.917 ms,SPI,MOSI data,MOSI data,07,
391961,3.920 ms,SPI,MOSI data,MOSI data,E0,
392217,3.922 ms,SPI,MOSI data,MOSI data,07,
392473,3.925 ms,SPI,MOSI data,MOSI data,E0,
392729,3.927 ms,SPI,MOSI data,MOSI data,07,
392985,3.930 ms,SPI,MOSI data,MOSI data,E0,
393241,3.932 ms,SPI,MOSI data,MOSI data,07,
393497,3.935 ms,SPI,MOSI data,MOSI data,E0,
393753,3.938 ms,SPI,MOSI data,MOSI data,07,
394009,3.940 ms,SPI,MOSI data,MOSI data,E0,
394265,3.943 ms,SPI,MOSI data,MOSI data,07,
394521,3.945 ms,SPI,MOSI data,MOSI data,E0,
394777,3.948 ms,SPI,MOSI data,MOSI data,07,
395033,3.950 ms,SPI,MOSI data,MOSI data,E0,
395289,3.953 ms,SPI,MOSI data,MOSI data,07,
395545,3.955 ms,SPI,MOSI data,MOSI data,E0,
395801,3.958 ms,SPI,MOSI data,MOSI data,07,
396057,3.961 ms,SPI,MOSI data,MOSI data,E0,
396313,3.963 ms,SPI,MOSI data,MOSI data,07,
396569,3.966 ms,SPI,MOSI data,MOSI data,E0,
396825,3.968 ms,SPI,MOSI data,MOSI data,07,
397081,3.971 ms,SPI,MOSI data,MOSI data,E0,
397337,3.973 ms,SPI,MOSI data,MOSI data,07,
397593,3.976 ms,SPI,MOSI data,MOSI data,E0,
397849,3.978 ms,SPI,MOSI data,MOSI data,07,
398105,3.981 ms,SPI,MOSI data,MOSI data,E0,
398361,3.984 ms,SPI,MOSI data,MOSI data,07,
398617,3.986 ms,SPI,MOSI data,MOSI data,E0,
398873,3.989 ms,SPI,MOSI data,MOSI data,07,
399129,3.991 ms,SPI,MOSI data,MOSI data,E0,
